date,location,hits,keyword,geo,gprop
2019-05-01 2019-06-01,Kostroma Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Republic of Karelia,,где митинг,RU,web
2019-05-01 2019-06-01,Kursk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Krasnoyarsk Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Leningrad Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Lipetsk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Magadan Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Mari El Republic,,где митинг,RU,web
2019-05-01 2019-06-01,Mordovia,,где митинг,RU,web
2019-05-01 2019-06-01,Moscow Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Murmansk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Nenets Autonomous Okrug,,где митинг,RU,web
2019-05-01 2019-06-01,Novgorod Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Nizhny Novgorod Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Novosibirsk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Omsk Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Orenburg Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Oryol Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Perm Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Penza Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Primorsky Krai,,где митинг,RU,web
2019-05-01 2019-06-01,Pskov Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Rostov Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Ryazan Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Sakha Republic,,где митинг,RU,web
2019-05-01 2019-06-01,Sakhalin Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Samara Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,Saratov Oblast,,где митинг,RU,web
2019-05-01 2019-06-01,North Ossetia–Alania,,где митинг,RU,web
